Time,ped_n,ped_e,ego_n,ego_e,Velocity,ObjectAbsVel,flag,left_e,left_n,right_e,right_n
1626226115286.0,-77.47640228271484,-49.84733963012695,0.31693851947784424,0.3223123550415039,0.2970679012345679,1.2268457942278004,10.0,136.83531552072478,558.1460578692418,138.5177517037907,560.8278632781287
1626226115390.0,-77.4085464477539,-50.17134094238281,0.4043281078338623,0.3882877826690674,0.28163580246913583,1.2803138569493764,10.0,136.83531552072478,558.1460578692418,138.5177517037907,560.8278632781287
1626226115486.0,-77.36653137207031,-50.29423904418945,0.4944864809513092,0.44115349650383,0.2638888888888889,1.3197394467509709,10.0,136.83531552072478,558.1460578692418,138.5177517037907,560.8278632781287
1626233993798.0,352.1554260253906,208.54042053222656,293.3499755859375,177.61354064941406,2.7530864197530867,1.7390543736937023,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233993902.0,352.0862121582031,208.4683074951172,294.1535339355469,178.0824432373047,2.7677469135802477,2.1362180165012585,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233993987.0,352.06451416015625,208.13394165039062,294.9449768066406,178.54647827148438,2.7816358024691348,1.719695380761935,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994085.0,351.9836730957031,208.0260162353516,295.8797912597656,179.08213806152344,2.7924382716049383,1.7352952770647747,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994187.0,351.9852294921875,207.90728759765625,296.7718505859375,179.607421875,2.811728395061728,1.7466694478982443,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994286.0,351.8609619140625,207.7442626953125,297.6343078613281,180.12435913085938,2.8356481481481484,1.7625714482911476,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994382.0,351.75665283203125,207.6228179931641,298.505615234375,180.6473388671875,2.848765432098766,1.7535722475490705,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994504.0,351.66595458984375,207.5845642089844,299.5164794921875,181.2528839111328,2.8618827160493834,1.5335785986778576,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994583.0,351.5752258300781,207.5463104248047,300.2103576660156,181.6862945556641,2.875771604938272,1.7153627383194407,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994684.0,351.6513671875,207.46261596679688,301.20330810546875,182.28585815429688,2.8842592592592595,1.4983365399037465,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994781.0,351.7275085449219,207.37892150878903,302.0769348144531,182.82151794433602,2.908950617283951,1.288375743687802,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994903.0,351.80364990234375,207.29522705078125,303.0970458984375,183.4392242431641,2.9212962962962963,1.0854426036091227,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233994998.0,351.8797912597656,207.21153259277344,303.8700866699219,183.92697143554688,2.939814814814815,1.1724362622549347,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995085.0,351.90899658203125,206.97254943847656,304.7396545410156,184.4733123779297,2.9421296296296298,0.8022677593123403,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995187.0,351.9533386230469,206.8399658203125,305.71392822265625,185.0766143798828,2.941358024691357,0.7646751901354921,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995283.0,352.00030517578125,206.69259643554688,306.5928955078125,185.62879943847656,2.9544753086419755,0.7660555490074599,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995384.0,352.0423583984375,206.50299072265625,307.5162048339844,186.21334838867188,2.9591049382716053,0.8255335913173436,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995483.0,352.0248718261719,206.35191345214844,308.4170837402344,186.7861633300781,2.95216049382716,0.8900854507309499,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995602.0,352.11334228515625,206.27354431152344,309.4053955078125,187.4155731201172,2.946759259259258,0.9909818715891694,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995686.0,351.891357421875,205.96505737304688,310.1466979980469,187.8974609375,2.9359567901234565,1.1491410757329046,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995785.0,352.0832824707031,205.8662414550781,311.1134033203125,188.5185546875,2.938271604938272,1.3670774150145206,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995887.0,351.99298095703125,205.7547607421875,312.01434326171875,189.0976104736328,2.9367283950617287,1.5024588894349802,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233995982.0,352.01702880859375,205.5489044189453,312.8658752441406,189.6519470214844,2.9282407407407414,1.5628985749723328,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996084.0,352.0596008300781,205.3791656494141,313.7843017578125,190.2375030517578,2.9128086419753085,1.5888145567242673,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996203.0,352.111572265625,205.2379302978516,314.7349853515625,190.84909057617188,2.8996913580246915,1.6075802636746963,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996284.0,351.97283935546875,205.01361083984366,315.4508972167969,191.3002166748047,2.895833333333333,1.6020076071054346,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996383.0,351.9979248046875,204.90126037597656,316.405517578125,191.9102020263672,2.8850308641975317,1.6505052542302043,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996484.0,352.0703430175781,204.7332305908203,317.2917785644531,192.4671173095703,2.872685185185185,1.6549609179400764,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996581.0,352.0663757324219,204.48570251464844,318.1391296386719,193.00466918945312,2.8564814814814814,1.6678162473330806,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996700.0,352.17047119140625,204.4545745849609,319.0896301269531,193.6142425537109,2.841820987654321,1.6883620463475393,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
1626233996798.0,352.09027099609375,204.24024963378903,319.8664245605469,194.09901428222656,2.8186728395061733,1.5982384624675046,11.0,1091.6424518892522,607.7983549986004,1088.841386373213,609.6391250819938
